Listing_ID,Property_ID,Community,Price_Cluster,Listing_Price,Sold_Price,Listing_Date,Sold_Date,Bedrooms,Bathrooms,Garage_Stalls,Size_sqft,Year_Built,Days_on_Market,Interest_Rate,Unemployment_Rate,Ownership_Type,Property_Age,Renovation_Status,Year,Downturn_2015_2016,Boom_2021,Rate_Hike_2022_2023,Assessed_Value,Assessment_Gap,Assessment_Ratio
RD-102873,2404,Inglewood,Entry,220759.0,216863.0,2023-04-14,2023-09-16,2,1,1,1190,2002,155,5.5,5.6,Owner-Occupied,22,Not Renovated,2023,0,0,1,212075.0994499554,4787.900550044607,1.0225764390183603
RD-102874,2125,Westlake,Mid-High,267706.0,264807.0,2023-04-20,2023-09-04,3,2,1,1163,1977,137,5.5,5.6,Owner-Occupied,47,Not Renovated,2023,0,0,1,244741.75255566352,20065.247444336477,1.081985387596556
RD-102875,1493,Westlake,Mid-High,305782.0,311969.7,2024-09-29,2025-03-03,3,1,1,1277,1999,155,4.75,6.1,Owner-Occupied,25,Renovated,2025,0,0,0,305317.09578973736,6652.6042102626525,1.021789163797248
RD-102876,2667,Sunnybrook,Premium,295619.0,290716.0,2022-06-09,2022-11-18,2,2,1,1054,2009,162,4.5,5.9,Owner-Occupied,15,Not Renovated,2022,0,0,1,275440.987579719,15275.012420281011,1.0554565700424672
RD-102877,2637,Lancaster Green,Mid-High,452745.0,488869.5,2016-02-18,2016-04-12,3,3,0,2214,2008,54,2.5,8.1,Owner-Occupied,16,Renovated,2016,1,0,0,451347.8527663027,37521.647233697295,1.083132437661391
RD-102878,1018,Westlake,Mid-High,343670.0,340231.0,2023-12-07,2024-02-04,6,3,1,1398,2001,59,5.5,5.6,Owner-Occupied,23,Not Renovated,2024,0,0,0,340940.494070957,-709.4940709570074,0.9979190090842969
RD-102879,2477,Westlake,Mid-High,440214.0,447954.0,2017-06-06,2017-08-27,5,3,1,1925,2014,82,2.75,7.0,Owner-Occupied,10,Not Renovated,2017,0,0,0,424469.0993804078,23484.900619592227,1.0553277038396265
RD-102880,2505,Inglewood,Entry,294731.0,286853.0,2016-12-10,2017-02-20,5,4,0,1948,1992,72,2.5,8.1,Investor,32,Not Renovated,2017,0,0,0,286753.99423739,99.00576261000242,1.0003452637612713
RD-102881,2617,Timberlands,Mid,310465.0,318008.0,2024-02-01,2024-07-04,5,4,2,1406,2017,154,4.75,6.1,Owner-Occupied,7,Not Renovated,2024,0,0,0,301732.9097120629,16275.090287937084,1.0539387311230586
RD-102882,1396,Vanier Woods,Mid,509997.0,501798.0,2024-03-16,2024-05-22,6,3,0,2255,2014,67,4.75,6.1,Owner-Occupied,10,Not Renovated,2024,0,0,0,471405.4175721152,30392.5824278848,1.0644722807481002
RD-102883,2000,Timberlands,Mid,488212.0,490049.0,2019-07-16,2019-08-13,3,4,1,2309,1998,28,3.5,6.8,Investor,26,Not Renovated,2019,0,0,0,498572.69541543,-8523.695415430004,0.9829038062176114
RD-102884,2302,Eastview Estates,Mid-Low,446744.0,447036.0,2015-09-29,2015-12-11,5,2,1,2464,1990,73,2.75,7.2,Investor,34,Not Renovated,2015,1,0,0,427439.9680738293,19596.03192617069,1.045845108997355
RD-102885,1850,Clearview Ridge,Mid-Low,338588.0,336645.0,2021-12-12,2022-04-02,2,3,1,1514,1998,111,2.0,7.8,Owner-Occupied,26,Not Renovated,2022,0,0,1,329958.42947012826,6686.570529871737,1.020264887733311
RD-102886,2388,Westlake,Mid-High,413270.0,417409.0,2021-07-10,2021-10-17,5,3,1,1490,2002,99,2.0,7.8,Owner-Occupied,22,Not Renovated,2021,0,1,0,409477.4564934196,7931.543506580405,1.0193699149508806
RD-102887,2354,Oriole Park,Entry,367280.0,363734.0,2018-10-16,2018-12-13,5,2,2,2088,2011,58,3.0,6.5,Owner-Occupied,13,Not Renovated,2018,0,0,0,355021.60615648964,8712.393843510363,1.0245404608971038
RD-102888,2664,Vanier Woods,Mid,270361.0,267745.0,2017-10-20,2017-12-03,5,4,2,1314,1984,44,2.75,7.0,Owner-Occupied,40,Not Renovated,2017,0,0,0,270815.9211849087,-3070.921184908715,0.9886604850576273
RD-102889,2367,Eastview Estates,Mid-Low,389882.0,383440.0,2015-12-02,2016-01-16,5,2,2,2220,2015,45,2.75,7.2,Owner-Occupied,9,Not Renovated,2016,1,0,0,378625.5684404912,4814.431559508783,1.0127155479207037
RD-102890,1821,Vanier Woods,Mid,363020.0,366696.0,2018-01-16,2018-03-16,6,3,2,1741,2022,59,3.0,6.5,Owner-Occupied,2,Not Renovated,2018,0,0,0,352165.0477673262,14530.952232673822,1.0412617672446425
RD-102891,1454,Anders Park,Premium,390989.0,394248.0,2015-04-18,2015-08-06,6,2,1,1705,2011,110,2.75,7.2,Owner-Occupied,13,Not Renovated,2015,1,0,0,396707.3341837926,-2459.3341837925836,0.9938006334345884
RD-102892,2624,Oriole Park,Entry,537425.0,543030.0,2021-11-27,2022-05-06,2,4,0,2512,1997,160,2.0,7.8,Owner-Occupied,27,Not Renovated,2022,0,0,1,509419.85861069424,33610.14138930576,1.0659772893050703
RD-102893,1724,Anders Park,Premium,421213.0,414764.0,2020-08-10,2020-09-05,6,2,2,1706,2004,26,2.45,9.5,Owner-Occupied,20,Not Renovated,2020,0,0,0,404155.8614533527,10608.138546647271,1.0262476424528404
RD-102894,2678,Eastview Estates,Mid-Low,220755.0,225127.0,2020-07-29,2020-09-25,5,1,1,1167,2019,58,2.45,9.5,Investor,5,Not Renovated,2020,0,0,0,228516.2953584582,-3389.2953584582137,0.9851682552741298
RD-102895,2088,Vanier Woods,Mid,401602.0,390014.0,2015-01-17,2015-02-15,6,4,1,1998,2010,29,2.75,7.2,Owner-Occupied,14,Not Renovated,2015,1,0,0,383204.2631220179,6809.736877982097,1.0177705144052998
RD-102896,2099,Vanier Woods,Mid,420094.0,417529.0,2016-07-27,2016-11-07,3,1,0,2075,1982,103,2.5,8.1,Owner-Occupied,42,Not Renovated,2016,1,0,0,418237.4820158325,-708.4820158325019,0.9983060293582064
RD-102897,1710,Vanier Woods,Mid,533117.0,543939.0,2017-03-15,2017-08-18,5,4,0,2503,1995,156,2.75,7.0,Owner-Occupied,29,Not Renovated,2017,0,0,0,535973.5967492326,7965.403250767384,1.0148615590377565
RD-102898,1142,Westlake,Mid-High,426419.0,418519.0,2023-05-25,2023-10-25,4,3,1,1695,1988,153,5.5,5.6,Owner-Occupied,36,Not Renovated,2023,0,0,1,420166.74544370145,-1647.745443701453,0.9960783535071025
RD-102899,1916,Westlake,Mid-High,509229.0,511449.0,2016-03-21,2016-07-21,6,3,0,2432,1988,122,2.5,8.1,Investor,36,Not Renovated,2016,1,0,0,518838.818165897,-7389.818165896984,0.985757006015818
RD-102900,2938,Anders Park,Premium,595574.0,591403.0,2020-09-02,2021-02-24,2,2,2,2267,2001,175,2.45,9.5,Owner-Occupied,23,Not Renovated,2021,0,1,0,560231.4328428044,31171.567157195648,1.0556405180605817
RD-102901,1827,Eastview Estates,Mid-Low,195646.0,197781.0,2018-04-11,2018-09-08,6,4,1,1081,2018,150,3.0,6.5,Owner-Occupied,6,Not Renovated,2018,0,0,0,185314.09383120353,12466.906168796471,1.0672744631077664
RD-102902,1604,Lancaster Green,Mid-High,436673.0,447706.35000000003,2021-03-05,2021-05-06,3,1,0,1573,1981,62,2.0,7.8,Investor,43,Renovated,2021,0,1,0,433558.41522651433,14147.9347734857,1.032632130473339
RD-102903,2496,Sunnybrook,Premium,287613.0,289081.0,2018-12-04,2019-05-04,5,2,2,1132,2013,151,3.0,6.5,Owner-Occupied,11,Not Renovated,2019,0,0,0,286244.0292208771,2836.970779122901,1.0099110216791065
RD-102904,2440,Lancaster Green,Mid-High,321244.0,340663.05,2023-07-16,2023-08-10,3,3,1,1363,1988,25,5.5,5.6,Owner-Occupied,36,Renovated,2023,0,0,1,321149.5725242376,19513.477475762367,1.0607613372248523
RD-102905,1304,Lancaster Green,Mid-High,578097.0,608658.75,2024-05-05,2024-09-10,4,1,1,2304,1977,128,4.75,6.1,Investor,47,Renovated,2024,0,0,0,560215.6883692013,48443.06163079874,1.0864721617700808
RD-102906,1735,Anders Park,Premium,664133.0,645711.0,2022-10-02,2022-12-13,2,1,1,2391,2006,72,4.5,5.9,Owner-Occupied,18,Not Renovated,2022,0,0,1,616197.8176582035,29513.182341796462,1.0478956294489297
RD-102907,2520,Anders Park,Premium,282294.0,283824.0,2017-10-25,2018-03-18,5,1,1,1112,2012,144,2.75,7.0,Owner-Occupied,12,Not Renovated,2018,0,0,0,288616.633202981,-4792.633202980971,0.983394466390264
RD-102908,1290,Sunnybrook,Premium,285987.0,291663.0,2022-05-17,2022-06-12,4,2,0,997,1984,26,4.5,5.9,Owner-Occupied,40,Not Renovated,2022,0,0,1,288599.58944626834,3063.4105537316645,1.0106147432836248
RD-102909,2963,Anders Park,Premium,447991.0,473275.95,2019-09-05,2019-12-25,6,1,2,1727,1979,111,3.5,6.8,Owner-Occupied,45,Renovated,2019,0,0,0,454407.6420740455,18868.30792595452,1.0415228666486203
RD-102910,1101,Westlake,Mid-High,275753.0,272484.0,2017-10-06,2017-12-24,3,3,2,1149,2022,79,2.75,7.0,Owner-Occupied,2,Not Renovated,2017,0,0,0,255932.67053094564,16551.329469054355,1.064670639487791
RD-102911,2290,Sunnybrook,Premium,330384.0,329949.0,2017-12-05,2018-01-18,4,2,0,1329,2002,44,2.75,7.0,Investor,22,Not Renovated,2018,0,0,0,315302.2231765705,14646.776823429507,1.0464531352677056
RD-102912,1866,Eastview Estates,Mid-Low,421732.0,438139.80000000005,2022-07-12,2022-08-10,2,2,2,2111,1999,29,4.5,5.9,Owner-Occupied,25,Renovated,2022,0,0,1,410529.9575338723,27609.842466127768,1.067254147862887
RD-102913,1967,Anders Park,Premium,666979.0,650882.0,2020-05-22,2020-06-21,5,1,0,2519,1983,30,2.45,9.5,Owner-Occupied,41,Not Renovated,2020,0,0,0,605730.6945587817,45151.30544121831,1.074540230248868
RD-102914,2645,Sunnybrook,Premium,325230.0,333676.0,2022-08-24,2022-11-16,4,4,2,1177,1975,84,4.5,5.9,Owner-Occupied,49,Not Renovated,2022,0,0,1,337237.736791052,-3561.7367910519824,0.9894384987132718
RD-102915,1973,Anders Park,Premium,438352.0,441824.0,2021-03-25,2021-09-13,2,1,0,1492,2009,172,2.0,7.8,Owner-Occupied,15,Not Renovated,2021,0,1,0,450556.6663102406,-8732.666310240573,0.9806180510394945
RD-102916,1841,Eastview Estates,Mid-Low,457566.0,453956.0,2018-07-22,2018-08-30,2,2,1,2327,2005,39,3.0,6.5,Owner-Occupied,19,Not Renovated,2018,0,0,0,425089.5934541147,28866.406545885315,1.0679066413066667
RD-102917,1961,Clearview Ridge,Mid-Low,257606.0,251110.0,2019-04-08,2019-06-27,6,1,0,1284,2010,80,3.5,6.8,Owner-Occupied,14,Not Renovated,2019,0,0,0,232390.31597599247,18719.684024007525,1.080552771510244
RD-102918,1941,Vanier Woods,Mid,523361.0,512977.0,2022-02-22,2022-07-04,2,4,0,2158,2011,132,4.5,5.9,Owner-Occupied,13,Not Renovated,2022,0,0,1,488853.2874150543,24123.712584945722,1.0493475511078312
RD-102919,2800,Anders Park,Premium,431930.0,464956.80000000005,2022-03-12,2022-04-24,4,1,0,1613,2020,43,4.5,5.9,Owner-Occupied,4,Renovated,2022,0,0,1,449225.413537745,15731.386462255032,1.0350189147545483
RD-102920,2026,Sunnybrook,Premium,447614.0,445104.0,2017-06-11,2017-09-08,6,4,2,1741,1986,89,2.75,7.0,Owner-Occupied,38,Not Renovated,2017,0,0,0,418612.35563584516,26491.64436415484,1.0632844301117574
RD-102921,1084,Timberlands,Mid,260710.0,266864.0,2017-11-03,2018-02-04,4,2,2,1242,2006,93,2.75,7.0,Owner-Occupied,18,Not Renovated,2018,0,0,0,253558.82576622104,13305.174233778962,1.0524737176612666
RD-102922,2817,Timberlands,Mid,281276.0,282916.0,2015-01-09,2015-02-18,5,1,2,1479,2004,40,2.75,7.2,Owner-Occupied,20,Not Renovated,2015,1,0,0,265965.67450589413,16950.32549410587,1.063731252258758
RD-102923,1327,Oriole Park,Entry,399162.0,420886.2,2021-11-18,2022-02-01,4,4,1,1976,2013,75,2.0,7.8,Investor,11,Renovated,2022,0,0,1,419802.8628457374,1083.3371542625828,1.002580585436981
RD-102924,1815,Sunnybrook,Premium,301067.0,298190.0,2021-09-14,2021-11-14,4,1,2,962,2015,61,2.0,7.8,Owner-Occupied,9,Not Renovated,2021,0,1,0,295583.1616896901,2606.8383103099186,1.0088193058610242
RD-102925,2473,Clearview Ridge,Mid-Low,276621.0,282459.0,2020-01-24,2020-04-27,4,3,2,1326,1993,94,2.45,9.5,Owner-Occupied,31,Not Renovated,2020,0,0,0,277797.0570190331,4661.94298096688,1.0167818299840645
RD-102926,1453,Anders Park,Premium,470184.0,466280.0,2017-01-24,2017-05-23,3,4,1,1833,1983,119,2.75,7.0,Owner-Occupied,41,Not Renovated,2017,0,0,0,447032.7942398892,19247.20576011081,1.0430554670890257
RD-102927,2947,Vanier Woods,Mid,337272.0,333105.0,2019-02-12,2019-02-23,2,4,0,1683,2017,11,3.5,6.8,Owner-Occupied,7,Not Renovated,2019,0,0,0,336737.20827564783,-3632.208275647834,0.9892135226331312
RD-102928,1628,Anders Park,Premium,389606.0,387759.0,2022-05-02,2022-07-16,2,4,2,1355,2016,75,4.5,5.9,Owner-Occupied,8,Not Renovated,2022,0,0,1,394332.7768773078,-6573.776877307799,0.9833293673192347
RD-102929,2244,Sunnybrook,Premium,620688.0,625834.0,2017-01-07,2017-03-19,6,4,0,2512,1975,71,2.75,7.0,Owner-Occupied,49,Not Renovated,2017,0,0,0,586634.2185577613,39199.78144223872,1.0668215051256493
RD-102930,2177,Clearview Ridge,Mid-Low,443533.0,451629.0,2024-02-11,2024-05-31,6,1,2,2008,1992,110,4.75,6.1,Owner-Occupied,32,Not Renovated,2024,0,0,0,425570.5776228205,26058.422377179493,1.061231729229822
RD-102931,1664,Westlake,Mid-High,408762.0,408799.0,2016-02-15,2016-06-23,3,1,1,1998,2001,129,2.5,8.1,Owner-Occupied,23,Not Renovated,2016,1,0,0,397582.82386155234,11216.176138447656,1.028210917236086
RD-102932,1011,Timberlands,Mid,478322.0,469167.0,2016-03-31,2016-05-06,3,2,0,2523,1984,36,2.5,8.1,Investor,40,Not Renovated,2016,1,0,0,435914.8155838443,33252.18441615568,1.0762813816539345
RD-102933,2156,Vanier Woods,Mid,237869.0,238240.0,2021-03-27,2021-05-10,6,3,1,926,1995,44,2.0,7.8,Owner-Occupied,29,Not Renovated,2021,0,1,0,229578.74665356186,8661.253346438141,1.0377267211041452
RD-102934,1303,Inglewood,Entry,345542.0,367745.7,2019-01-06,2019-06-15,4,1,0,2119,1992,160,3.5,6.8,Owner-Occupied,32,Renovated,2019,0,0,0,359721.16759195644,8024.532408043568,1.0223076458406974
RD-102935,2316,Eastview Estates,Mid-Low,489372.0,527283.75,2021-03-20,2021-06-01,2,2,1,2139,1981,73,2.0,7.8,Investor,43,Renovated,2021,0,1,0,512629.14103651844,14654.608963481558,1.0285871554899326
RD-102936,1974,Sunnybrook,Premium,702469.0,688338.0,2018-11-22,2019-05-16,4,2,1,2591,2003,175,3.0,6.5,Owner-Occupied,21,Not Renovated,2019,0,0,0,656048.6552258763,32289.344774123747,1.049217911685234
RD-102937,2323,Inglewood,Entry,221464.0,238620.90000000002,2022-03-19,2022-08-06,2,4,1,1168,1982,140,4.5,5.9,Owner-Occupied,42,Renovated,2022,0,0,1,232475.11864473688,6145.781355263141,1.026436297316854
RD-102938,2763,Oriole Park,Entry,163926.0,168122.0,2019-01-12,2019-05-22,6,4,2,983,1990,130,3.5,6.8,Owner-Occupied,34,Not Renovated,2019,0,0,0,170791.79340319062,-2669.793403190619,0.9843681400025586
RD-102939,1782,Sunnybrook,Premium,352827.0,343876.0,2015-03-12,2015-04-04,2,3,2,1514,1996,23,2.75,7.2,Investor,28,Not Renovated,2015,1,0,0,323450.36409181013,20425.63590818987,1.0631492129110485
RD-102940,1042,Oriole Park,Entry,432545.0,440327.0,2018-09-25,2018-11-01,2,3,1,2458,2005,37,3.0,6.5,Investor,19,Not Renovated,2018,0,0,0,433934.8327547557,6392.167245244316,1.0147307078453804
RD-102941,1943,Westlake,Mid-High,466673.0,468226.0,2018-03-24,2018-09-05,2,2,0,2027,2016,165,3.0,6.5,Owner-Occupied,8,Not Renovated,2018,0,0,0,432799.8660517912,35426.13394820882,1.0818533847327243
RD-102942,1342,Sunnybrook,Premium,525568.0,540328.0,2021-11-04,2022-01-05,3,3,1,1689,2010,62,2.0,7.8,Owner-Occupied,14,Not Renovated,2022,0,0,1,500690.4243000645,39637.57569993549,1.0791658353669265
RD-102943,2349,Eastview Estates,Mid-Low,409794.0,438645.9,2022-07-22,2022-09-23,6,1,2,2043,1984,63,4.5,5.9,Owner-Occupied,40,Renovated,2022,0,0,1,427759.94680599566,10885.953194004367,1.0254487435658428
RD-102944,2837,Vanier Woods,Mid,346252.0,355763.0,2021-12-16,2022-04-13,5,1,1,1390,1996,118,2.0,7.8,Owner-Occupied,28,Not Renovated,2022,0,0,1,331035.3077611012,24727.692238898773,1.0746980508095652
RD-102945,1497,Inglewood,Entry,354591.0,374016.3,2020-07-12,2020-10-20,4,1,2,2071,2023,100,2.45,9.5,Investor,1,Renovated,2020,0,0,0,344930.8023124296,29085.4976875704,1.0843227032569434
RD-102946,1363,Clearview Ridge,Mid-Low,430788.0,421825.0,2023-04-05,2023-04-10,5,1,2,2134,1994,5,5.5,5.6,Owner-Occupied,30,Not Renovated,2023,0,0,1,395313.84702328773,26511.15297671227,1.067063557667765
RD-102947,1890,Clearview Ridge,Mid-Low,211607.0,210596.0,2021-10-25,2022-03-18,5,1,2,930,1978,144,2.0,7.8,Owner-Occupied,46,Not Renovated,2022,0,0,1,205643.81760158265,4952.182398417353,1.0240813580304748
RD-102948,1426,Eastview Estates,Mid-Low,445724.0,462909.30000000005,2017-09-12,2017-11-15,4,3,1,2448,1977,64,2.75,7.0,Owner-Occupied,47,Renovated,2017,0,0,0,458434.86289176915,4474.4371082308935,1.0097602461558148
RD-102949,2004,Anders Park,Premium,352523.0,343187.0,2019-12-25,2020-04-14,5,1,1,1356,2012,111,3.5,6.8,Owner-Occupied,12,Not Renovated,2020,0,0,0,322680.8410991988,20506.15890080121,1.063549353692484
RD-102950,1020,Sunnybrook,Premium,501338.0,504760.0,2019-01-05,2019-03-07,4,2,1,1948,2021,61,3.5,6.8,Owner-Occupied,3,Not Renovated,2019,0,0,0,498110.26335251983,6649.736647480167,1.013349928995087
RD-102951,1406,Clearview Ridge,Mid-Low,334434.0,328020.0,2022-03-07,2022-08-15,4,3,1,1505,2006,161,4.5,5.9,Owner-Occupied,18,Not Renovated,2022,0,0,1,307763.98861271696,20256.01138728304,1.0658167041523912
RD-102952,1618,Oriole Park,Entry,290346.0,298901.4,2024-01-01,2024-01-08,3,2,2,1477,1984,7,4.75,6.1,Owner-Occupied,40,Renovated,2024,0,0,0,293325.61636604805,5575.783633951971,1.019008853379494
RD-102953,2014,Sunnybrook,Premium,655650.0,648090.0,2018-05-19,2018-10-02,2,3,0,2470,2004,136,3.0,6.5,Owner-Occupied,20,Not Renovated,2018,0,0,0,622941.4948943668,25148.505105633172,1.0403705730180932
RD-102954,1335,Timberlands,Mid,297528.0,296788.0,2023-01-28,2023-04-27,5,1,1,1405,2009,89,5.5,5.6,Owner-Occupied,15,Not Renovated,2023,0,0,1,292448.94487761054,4339.055122389458,1.014836966241083
RD-102955,2838,Sunnybrook,Premium,450465.0,466675.65,2024-06-26,2024-11-27,3,4,2,1686,1999,154,4.75,6.1,Owner-Occupied,25,Renovated,2024,0,0,0,475778.28700475424,-9102.637004754215,0.9808679015974866
RD-102956,2140,Sunnybrook,Premium,365495.0,361941.0,2019-02-20,2019-06-20,3,2,2,1389,1984,120,3.5,6.8,Owner-Occupied,40,Not Renovated,2019,0,0,0,366929.1610213239,-4988.161021323875,0.9864056565920254
RD-102957,2147,Timberlands,Mid,308618.0,330084.3,2021-09-22,2021-12-10,3,1,1,1271,2015,79,2.0,7.8,Owner-Occupied,9,Renovated,2021,0,1,0,303818.89010380994,26265.409896190045,1.0864508783085067
RD-102958,1398,Lancaster Green,Mid-High,228864.0,224522.0,2020-11-21,2021-03-05,4,1,0,994,2013,104,2.45,9.5,Owner-Occupied,11,Not Renovated,2021,0,1,0,226440.2882252154,-1918.288225215394,0.9915285029874742
RD-102959,1792,Inglewood,Entry,195132.0,200671.80000000002,2024-11-20,2025-05-02,5,2,0,1085,2006,163,4.75,6.1,Owner-Occupied,18,Renovated,2025,0,0,0,185952.3387551152,14719.46124488482,1.0791571719045125
RD-102960,2827,Sunnybrook,Premium,378632.0,389855.55,2016-07-22,2016-08-29,2,4,1,1518,2009,38,2.5,8.1,Owner-Occupied,15,Renovated,2016,1,0,0,395822.15610229684,-5966.60610229685,0.9849260431476331
RD-102961,1714,Lancaster Green,Mid-High,423899.0,433015.0,2016-05-03,2016-08-07,3,4,1,2109,2013,96,2.5,8.1,Owner-Occupied,11,Not Renovated,2016,1,0,0,410577.27464353497,22437.72535646503,1.0546492140266301
RD-102962,1050,Clearview Ridge,Mid-Low,274146.0,269715.0,2024-05-09,2024-05-15,3,3,0,1353,1988,6,4.75,6.1,Investor,36,Not Renovated,2024,0,0,0,258441.8524284376,11273.147571562411,1.0436196671151936
RD-102963,2806,Sunnybrook,Premium,350441.0,348717.0,2016-10-04,2017-02-14,6,3,0,1518,1986,133,2.5,8.1,Owner-Occupied,38,Not Renovated,2017,0,0,0,324015.21999942645,24701.780000573548,1.076236480498099
RD-102964,1323,Sunnybrook,Premium,310250.0,312465.0,2022-07-13,2022-12-14,6,2,2,1117,1990,154,4.5,5.9,Owner-Occupied,34,Not Renovated,2022,0,0,1,290975.9307431243,21489.069256875722,1.0738517072597542
RD-102965,1788,Eastview Estates,Mid-Low,213055.0,209013.0,2020-06-27,2020-12-03,6,1,0,1073,1978,159,2.45,9.5,Owner-Occupied,46,Not Renovated,2020,0,0,0,207481.7825760276,1531.2174239724118,1.0073800090059055
RD-102966,1140,Timberlands,Mid,445545.0,464357.25,2021-07-10,2021-12-27,2,4,0,1781,1986,170,2.0,7.8,Owner-Occupied,38,Renovated,2021,0,1,0,471059.42200784286,-6702.1720078428625,0.9857721304474167
RD-102967,1469,Vanier Woods,Mid,507660.0,521971.0,2023-01-19,2023-07-16,5,1,2,2333,2022,178,5.5,5.6,Owner-Occupied,2,Not Renovated,2023,0,0,1,512092.6202659796,9878.37973402039,1.019290220837179
RD-102968,1786,Eastview Estates,Mid-Low,387845.0,394352.0,2018-06-20,2018-06-25,6,2,0,2086,1975,5,3.0,6.5,Owner-Occupied,49,Not Renovated,2018,0,0,0,391033.52853230294,3318.4714676970616,1.0084864115876522
RD-102969,2825,Westlake,Mid-High,592128.0,590901.0,2023-02-25,2023-04-26,3,1,1,2421,2016,60,5.5,5.6,Owner-Occupied,8,Not Renovated,2023,0,0,1,588653.7884052203,2247.211594779743,1.0038175437566925
RD-102970,2357,Anders Park,Premium,398394.0,406470.0,2023-10-08,2024-02-26,4,4,1,1483,2003,141,5.5,5.6,Owner-Occupied,21,Not Renovated,2024,0,0,0,384635.01181775343,21834.98818224657,1.056768072357886
RD-102971,2916,Anders Park,Premium,545918.0,559428.0,2019-12-24,2020-01-01,4,3,0,2159,2018,8,3.5,6.8,Owner-Occupied,6,Not Renovated,2020,0,0,0,517204.0321966434,42223.96780335659,1.0816388991091679
RD-102972,1963,Eastview Estates,Mid-Low,330418.0,327337.0,2015-11-25,2016-05-19,5,4,2,1921,2002,176,2.75,7.2,Owner-Occupied,22,Not Renovated,2016,1,0,0,301211.34183762694,26125.65816237306,1.0867353068546022
RD-102973,2007,Clearview Ridge,Mid-Low,223633.0,239342.25,2022-05-22,2022-09-24,3,1,2,1037,1985,125,4.5,5.9,Owner-Occupied,39,Renovated,2022,0,0,1,228587.38883431014,10754.861165689857,1.0470492323331337
RD-102974,1372,Eastview Estates,Mid-Low,434940.0,438201.0,2022-04-08,2022-07-04,2,4,2,2021,1979,87,4.5,5.9,Owner-Occupied,45,Not Renovated,2022,0,0,1,413725.90662611247,24475.093373887532,1.0591577490843616
RD-102975,2587,Lancaster Green,Mid-High,216502.0,233155.65000000002,2016-09-30,2016-11-07,2,4,1,1041,2015,38,2.5,8.1,Investor,9,Renovated,2016,1,0,0,215956.17096903644,17199.479030963586,1.0796433783474964
RD-102976,1493,Eastview Estates,Mid-Low,369700.0,363010.0,2015-04-09,2015-07-21,5,2,1,2195,1990,103,2.75,7.2,Owner-Occupied,34,Not Renovated,2015,1,0,0,340486.25654581265,22523.74345418735,1.066151696349473
RD-102977,2562,Oriole Park,Entry,289883.0,306856.2,2020-06-14,2020-07-20,6,2,0,1628,1983,36,2.45,9.5,Investor,41,Renovated,2020,0,0,0,286128.0298826689,20728.170117331087,1.072443689371611
RD-102978,2692,Oriole Park,Entry,290901.0,296936.0,2023-01-30,2023-04-17,5,2,1,1652,1980,77,5.5,5.6,Owner-Occupied,44,Not Renovated,2023,0,0,1,300347.15268269996,-3411.1526826999616,0.9886426335251339
RD-102979,1750,Lancaster Green,Mid-High,249468.0,247023.0,2021-10-19,2022-01-11,2,1,2,944,1990,84,2.0,7.8,Owner-Occupied,34,Not Renovated,2022,0,0,1,230726.08278703244,16296.917212967557,1.0706331811995877
RD-102980,2179,Oriole Park,Entry,344442.0,337068.0,2017-10-03,2018-03-02,3,2,2,2056,2019,150,2.75,7.0,Owner-Occupied,5,Not Renovated,2018,0,0,0,328224.9692459399,8843.030754060077,1.0269419806006104
RD-102981,1290,Inglewood,Entry,371192.0,381680.0,2019-11-27,2020-02-28,6,4,1,2249,2014,93,3.5,6.8,Investor,10,Not Renovated,2020,0,0,0,373783.2680947211,7896.731905278924,1.0211264991756608
RD-102982,2671,Vanier Woods,Mid,242838.0,243859.0,2023-06-20,2023-11-09,5,2,2,1111,2006,142,5.5,5.6,Owner-Occupied,18,Not Renovated,2023,0,0,1,237603.759566737,6255.24043326301,1.026326352935952
RD-102983,2167,Lancaster Green,Mid-High,492563.0,497507.0,2024-11-23,2025-02-23,3,1,0,1972,1981,92,4.75,6.1,Owner-Occupied,43,Not Renovated,2025,0,0,0,462634.56694174936,34872.43305825064,1.0753779236358736
RD-102984,1105,Timberlands,Mid,231316.0,236393.0,2015-05-05,2015-08-17,5,4,1,1235,1986,104,2.75,7.2,Owner-Occupied,38,Not Renovated,2015,1,0,0,225017.7301129298,11375.2698870702,1.0505527714698806
RD-102985,2443,Timberlands,Mid,223844.0,232856.40000000002,2024-10-31,2024-12-31,3,4,0,1030,1992,61,4.75,6.1,Owner-Occupied,32,Renovated,2024,0,0,0,215421.75050441734,17434.64949558268,1.0809326331011555
RD-102986,1669,Eastview Estates,Mid-Low,337130.0,335324.0,2024-01-22,2024-03-30,5,3,1,1648,2014,68,4.75,6.1,Investor,10,Not Renovated,2024,0,0,0,321765.84182744334,13558.158172556665,1.04213672307649
RD-102987,2681,Oriole Park,Entry,264567.0,269364.0,2020-12-06,2021-04-02,6,4,0,1501,1985,117,2.45,9.5,Owner-Occupied,39,Not Renovated,2021,0,1,0,252895.05625230412,16468.943747695885,1.0651216516121431
RD-102988,1001,Anders Park,Premium,231632.0,238005.0,2018-03-25,2018-07-02,4,4,2,944,1983,99,3.0,6.5,Owner-Occupied,41,Not Renovated,2018,0,0,0,232331.7351084349,5673.264891565108,1.0244188117000772
RD-102989,2968,Inglewood,Entry,365098.0,357278.0,2021-06-27,2021-08-04,4,4,2,1757,1996,38,2.0,7.8,Owner-Occupied,28,Not Renovated,2021,0,1,0,353448.2797337619,3829.720266238088,1.010835306000422
