LINC,Listing_Number,Address,Community,Property_Type,Bedrooms,Bathrooms,Listing_Price,Year_Built,Square_Feet
LINC-102097,CGL-202097,"4675 Centre St N, Calgary, AB",Brentwood,Condo,2,3.1,998085,1981,1163
LINC-102098,CGL-202098,"792 17 Ave SW, Calgary, AB",Mahogany,Detached,1,1.9,804584,2012,3275
LINC-102099,CGL-202099,"6571 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,4,3.7,739286,2016,1949
LINC-102100,CGL-202100,"9561 Elbow Dr SW, Calgary, AB",Seton,Townhouse,4,3.3,798898,2002,1183
LINC-102101,CGL-202101,"8343 Memorial Dr NE, Calgary, AB",Mahogany,Detached,1,1.6,878934,1997,1722
LINC-102102,CGL-202102,"1992 Crowchild Trail NW, Calgary, AB",Mahogany,Condo,4,1.9,275035,1990,2495
LINC-102103,CGL-202103,"3355 Memorial Dr NE, Calgary, AB",Beltline,Detached,4,3.3,1036796,1968,2342
LINC-102104,CGL-202104,"9773 Memorial Dr NE, Calgary, AB",Seton,Townhouse,2,2.9,566640,2000,1501
LINC-102105,CGL-202105,"2431 17 Ave SW, Calgary, AB",Brentwood,Condo,3,2.5,739002,2009,2021
LINC-102106,CGL-202106,"3453 Centre St N, Calgary, AB",Brentwood,Condo,1,1.7,402607,1962,1710
LINC-102107,CGL-202107,"6228 17 Ave SW, Calgary, AB",Tuscany,Condo,4,3.7,1164476,2005,819
LINC-102108,CGL-202108,"9901 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,5,2.4,1160823,2011,777
LINC-102109,CGL-202109,"5875 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,5,1.5,356223,1968,3412
LINC-102110,CGL-202110,"9301 MacLeod Trail SE, Calgary, AB",Beltline,Detached,5,1.7,796403,1997,598
LINC-102111,CGL-202111,"7445 Centre St N, Calgary, AB",Tuscany,Townhouse,4,2.0,592406,1986,2007
LINC-102112,CGL-202112,"934 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,1,3.7,1045337,2012,2275
LINC-102113,CGL-202113,"8520 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,5,2.5,410778,1998,1852
LINC-102114,CGL-202114,"7306 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,3,1.4,1049128,1975,881
LINC-102115,CGL-202115,"6389 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,1,1.1,262703,1967,1296
LINC-102116,CGL-202116,"6954 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,2,2.3,845787,1982,1362
LINC-102117,CGL-202117,"109 17 Ave SW, Calgary, AB",Brentwood,Detached,3,3.2,1075242,1958,1397
LINC-102118,CGL-202118,"7772 8 Ave NE, Calgary, AB",Panorama Hills,Condo,1,1.2,731932,1993,3026
LINC-102119,CGL-202119,"6196 Memorial Dr NE, Calgary, AB",Mahogany,Condo,5,2.7,1182362,1992,3086
LINC-102120,CGL-202120,"5449 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,5,2.6,542515,1981,1426
LINC-102121,CGL-202121,"464 Centre St N, Calgary, AB",Mahogany,Condo,3,3.8,565169,2013,3466
LINC-102122,CGL-202122,"6730 17 Ave SW, Calgary, AB",Signal Hill,Condo,3,1.3,405159,2021,1415
LINC-102123,CGL-202123,"3687 8 Ave NE, Calgary, AB",Mahogany,Detached,1,3.1,780415,1996,2190
LINC-102124,CGL-202124,"6651 Centre St N, Calgary, AB",Signal Hill,Condo,3,1.2,420336,2011,3215
LINC-102125,CGL-202125,"1186 Memorial Dr NE, Calgary, AB",Tuscany,Detached,4,2.2,703160,1969,2196
LINC-102126,CGL-202126,"7852 17 Ave SW, Calgary, AB",Tuscany,Condo,1,1.9,760153,2012,2123
LINC-102127,CGL-202127,"9740 8 Ave NE, Calgary, AB",Mahogany,Condo,2,1.9,890231,1971,1876
LINC-102128,CGL-202128,"2708 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,4,3.6,355549,1960,837
LINC-102129,CGL-202129,"239 8 Ave NE, Calgary, AB",Signal Hill,Condo,4,3.7,1082138,1969,710
LINC-102130,CGL-202130,"134 Centre St N, Calgary, AB",Brentwood,Detached,2,1.9,1134557,1996,3280
LINC-102131,CGL-202131,"5953 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,1,1.5,574814,1992,909
LINC-102132,CGL-202132,"738 Crowchild Trail NW, Calgary, AB",Beltline,Detached,5,1.0,451586,1971,2100
LINC-102133,CGL-202133,"8134 17 Ave SW, Calgary, AB",Tuscany,Townhouse,3,2.8,801642,1959,3009
LINC-102134,CGL-202134,"4760 8 Ave NE, Calgary, AB",Beltline,Condo,5,3.6,415039,2015,893
LINC-102135,CGL-202135,"8233 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,3,1.1,1143550,1993,3223
LINC-102136,CGL-202136,"2767 Elbow Dr SW, Calgary, AB",Mahogany,Condo,3,3.9,571282,1987,3176
LINC-102137,CGL-202137,"6671 Centre St N, Calgary, AB",Seton,Detached,3,3.0,470774,1980,2389
LINC-102138,CGL-202138,"2536 Elbow Dr SW, Calgary, AB",Brentwood,Detached,1,1.2,1167652,1965,1104
LINC-102139,CGL-202139,"1864 Centre St N, Calgary, AB",Brentwood,Detached,1,1.8,598890,1990,2872
LINC-102140,CGL-202140,"4019 Elbow Dr SW, Calgary, AB",Mahogany,Condo,4,1.4,925609,2020,3487
LINC-102141,CGL-202141,"9728 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,4,3.0,631901,1970,2100
LINC-102142,CGL-202142,"3237 MacLeod Trail SE, Calgary, AB",Beltline,Detached,1,3.5,1092664,1982,2095
LINC-102143,CGL-202143,"3156 Memorial Dr NE, Calgary, AB",Mahogany,Condo,4,3.4,1154474,1991,2341
LINC-102144,CGL-202144,"2277 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,4,3.0,1038019,2022,3366
LINC-102145,CGL-202145,"3114 17 Ave SW, Calgary, AB",Seton,Detached,3,2.2,760545,1992,1106
LINC-102146,CGL-202146,"788 8 Ave NE, Calgary, AB",Brentwood,Townhouse,5,2.5,541359,1975,3452
LINC-102147,CGL-202147,"3057 Centre St N, Calgary, AB",Beltline,Detached,3,3.1,1089079,1997,1881
LINC-102148,CGL-202148,"144 17 Ave SW, Calgary, AB",Mahogany,Townhouse,2,1.6,598670,2014,1620
LINC-102149,CGL-202149,"8797 Centre St N, Calgary, AB",Signal Hill,Townhouse,5,3.8,456214,2005,3495
LINC-102150,CGL-202150,"745 Centre St N, Calgary, AB",Panorama Hills,Townhouse,5,1.9,1042486,2008,682
LINC-102151,CGL-202151,"4761 MacLeod Trail SE, Calgary, AB",Beltline,Condo,5,2.9,1080302,1958,2443
LINC-102152,CGL-202152,"6936 Centre St N, Calgary, AB",Signal Hill,Townhouse,2,3.8,1125353,1978,2340
LINC-102153,CGL-202153,"4436 MacLeod Trail SE, Calgary, AB",Panorama Hills,Detached,2,3.0,857716,1982,2117
LINC-102154,CGL-202154,"4447 17 Ave SW, Calgary, AB",Signal Hill,Detached,1,1.7,1111412,2007,1478
LINC-102155,CGL-202155,"6604 17 Ave SW, Calgary, AB",Mahogany,Detached,1,3.4,536926,2018,2738
LINC-102156,CGL-202156,"6928 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,3,3.3,945535,1956,2534
LINC-102157,CGL-202157,"9605 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,5,1.9,371500,1980,2093
LINC-102158,CGL-202158,"9287 Elbow Dr SW, Calgary, AB",Tuscany,Detached,5,3.0,264901,2004,826
LINC-102159,CGL-202159,"5486 Elbow Dr SW, Calgary, AB",Brentwood,Condo,1,1.3,1035813,1983,1192
LINC-102160,CGL-202160,"4889 Elbow Dr SW, Calgary, AB",Tuscany,Condo,2,3.7,464007,1970,1980
LINC-102161,CGL-202161,"1699 Memorial Dr NE, Calgary, AB",Tuscany,Condo,5,3.1,920063,1958,812
LINC-102162,CGL-202162,"2648 Memorial Dr NE, Calgary, AB",Beltline,Detached,2,1.2,1057759,1984,1233
LINC-102163,CGL-202163,"1957 Memorial Dr NE, Calgary, AB",Mahogany,Condo,1,2.5,1125761,2018,2405
LINC-102164,CGL-202164,"8468 17 Ave SW, Calgary, AB",Mahogany,Townhouse,5,1.8,337312,1995,876
LINC-102165,CGL-202165,"5887 8 Ave NE, Calgary, AB",Mahogany,Detached,5,3.8,1010548,1952,3040
LINC-102166,CGL-202166,"1515 17 Ave SW, Calgary, AB",Brentwood,Detached,3,1.5,1104817,2018,1295
LINC-102167,CGL-202167,"7942 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,1,2.0,658187,2005,924
LINC-102168,CGL-202168,"8495 Memorial Dr NE, Calgary, AB",Seton,Condo,2,1.5,901244,2011,2901
LINC-102169,CGL-202169,"1196 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,4,2.7,730093,1999,1819
LINC-102170,CGL-202170,"6143 8 Ave NE, Calgary, AB",Beltline,Detached,4,1.6,848673,1995,570
LINC-102171,CGL-202171,"6203 Elbow Dr SW, Calgary, AB",Tuscany,Condo,1,3.9,1153879,2009,849
LINC-102172,CGL-202172,"2296 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,5,2.7,372152,1967,2439
LINC-102173,CGL-202173,"8199 Crowchild Trail NW, Calgary, AB",Signal Hill,Townhouse,3,1.4,1100216,1954,3113
LINC-102174,CGL-202174,"5294 8 Ave NE, Calgary, AB",Tuscany,Townhouse,4,1.9,1150367,1963,724
LINC-102175,CGL-202175,"5018 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,3,3.4,410470,1985,1892
LINC-102176,CGL-202176,"6850 17 Ave SW, Calgary, AB",Signal Hill,Condo,1,2.5,1024508,1988,2166
LINC-102177,CGL-202177,"472 17 Ave SW, Calgary, AB",Tuscany,Condo,2,3.1,1161741,1967,2650
LINC-102178,CGL-202178,"9978 Crowchild Trail NW, Calgary, AB",Seton,Detached,3,1.3,527033,1992,1803
LINC-102179,CGL-202179,"2127 8 Ave NE, Calgary, AB",Signal Hill,Detached,5,3.4,492765,1956,1632
LINC-102180,CGL-202180,"5203 Memorial Dr NE, Calgary, AB",Seton,Townhouse,5,3.7,333532,2020,2864
LINC-102181,CGL-202181,"9046 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,3,1.3,673257,1955,1777
LINC-102182,CGL-202182,"6984 17 Ave SW, Calgary, AB",Panorama Hills,Condo,3,3.2,393541,1958,886
LINC-102183,CGL-202183,"9738 17 Ave SW, Calgary, AB",Beltline,Condo,1,2.4,628670,2001,2719
LINC-102184,CGL-202184,"1851 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,5,3.7,509602,1960,1868
LINC-102185,CGL-202185,"2858 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,1,2.9,267663,2010,1394
LINC-102186,CGL-202186,"2175 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,5,1.7,677725,1950,3291
LINC-102187,CGL-202187,"8668 MacLeod Trail SE, Calgary, AB",Signal Hill,Townhouse,2,2.5,499468,1957,2260
LINC-102188,CGL-202188,"3557 Crowchild Trail NW, Calgary, AB",Panorama Hills,Condo,2,3.5,556924,1994,1057
LINC-102189,CGL-202189,"6727 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,3,1.8,896326,1965,3395
LINC-102190,CGL-202190,"6984 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,4,1.0,370178,2001,2919
LINC-102191,CGL-202191,"3232 Elbow Dr SW, Calgary, AB",Tuscany,Townhouse,2,2.7,1104008,1965,3248
LINC-102192,CGL-202192,"4176 8 Ave NE, Calgary, AB",Panorama Hills,Detached,2,4.0,1031063,1955,3495
LINC-102193,CGL-202193,"1282 Elbow Dr SW, Calgary, AB",Mahogany,Detached,2,1.8,368083,2023,511
LINC-102194,CGL-202194,"3543 Elbow Dr SW, Calgary, AB",Beltline,Townhouse,1,2.2,607938,1976,2331
LINC-102195,CGL-202195,"2465 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,1,3.6,590904,2002,2051
LINC-102196,CGL-202196,"8601 Elbow Dr SW, Calgary, AB",Tuscany,Condo,2,3.6,403003,1976,2094
LINC-102197,CGL-202197,"5886 8 Ave NE, Calgary, AB",Seton,Townhouse,2,2.5,537202,2005,700
LINC-102198,CGL-202198,"4230 17 Ave SW, Calgary, AB",Mahogany,Condo,2,1.2,1182117,1957,2379
LINC-102199,CGL-202199,"8689 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,1,3.6,397532,1986,1644
LINC-102200,CGL-202200,"3000 Centre St N, Calgary, AB",Seton,Detached,4,3.4,805317,1958,2902
LINC-102201,CGL-202201,"7545 MacLeod Trail SE, Calgary, AB",Tuscany,Townhouse,2,2.3,971872,1985,2453
LINC-102202,CGL-202202,"6499 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,2,2.3,389970,1952,1460
LINC-102203,CGL-202203,"8061 Centre St N, Calgary, AB",Brentwood,Townhouse,5,2.9,401720,1964,1596
LINC-102204,CGL-202204,"6175 Crowchild Trail NW, Calgary, AB",Tuscany,Townhouse,1,1.8,940271,2016,1770
LINC-102205,CGL-202205,"6714 17 Ave SW, Calgary, AB",Beltline,Townhouse,1,1.7,546551,1982,1500
LINC-102206,CGL-202206,"9208 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,5,3.8,908001,2013,2664
LINC-102207,CGL-202207,"155 8 Ave NE, Calgary, AB",Beltline,Condo,5,2.3,607875,1950,2470
LINC-102208,CGL-202208,"3268 8 Ave NE, Calgary, AB",Beltline,Townhouse,3,3.2,695486,1982,3350
LINC-102209,CGL-202209,"4555 Crowchild Trail NW, Calgary, AB",Brentwood,Townhouse,4,3.0,880794,2022,2810
LINC-102210,CGL-202210,"5947 17 Ave SW, Calgary, AB",Mahogany,Condo,5,1.6,506779,1991,687
LINC-102211,CGL-202211,"5607 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,5,2.0,488632,2005,2803
LINC-102212,CGL-202212,"369 Elbow Dr SW, Calgary, AB",Beltline,Detached,5,3.7,492540,2002,679
LINC-102213,CGL-202213,"3458 Centre St N, Calgary, AB",Mahogany,Townhouse,1,1.3,825215,2006,3442
LINC-102214,CGL-202214,"2323 8 Ave NE, Calgary, AB",Panorama Hills,Detached,2,2.1,288394,1982,547
LINC-102215,CGL-202215,"9725 Centre St N, Calgary, AB",Beltline,Condo,5,3.7,1186486,1976,882
LINC-102216,CGL-202216,"5683 8 Ave NE, Calgary, AB",Signal Hill,Detached,1,3.4,1079527,2018,3076
LINC-102217,CGL-202217,"4051 17 Ave SW, Calgary, AB",Mahogany,Townhouse,3,2.6,939225,1950,2505
LINC-102218,CGL-202218,"3644 Memorial Dr NE, Calgary, AB",Mahogany,Condo,1,1.3,861193,1979,2857
LINC-102219,CGL-202219,"4649 17 Ave SW, Calgary, AB",Mahogany,Townhouse,3,3.8,1039921,2007,2778
LINC-102220,CGL-202220,"2791 17 Ave SW, Calgary, AB",Panorama Hills,Detached,5,1.1,538628,1974,1204
LINC-102221,CGL-202221,"2671 8 Ave NE, Calgary, AB",Panorama Hills,Detached,2,1.6,469226,1975,1043
LINC-102222,CGL-202222,"4933 Centre St N, Calgary, AB",Beltline,Townhouse,4,1.7,391049,1954,982
LINC-102223,CGL-202223,"3445 MacLeod Trail SE, Calgary, AB",Panorama Hills,Condo,4,1.5,316341,1970,2440
LINC-102224,CGL-202224,"6294 17 Ave SW, Calgary, AB",Brentwood,Condo,1,2.6,967686,2003,944
LINC-102225,CGL-202225,"1489 Memorial Dr NE, Calgary, AB",Brentwood,Detached,1,1.5,363707,2005,1439
LINC-102226,CGL-202226,"2822 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,5,3.7,806653,1992,2355
LINC-102227,CGL-202227,"2678 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,5,1.6,720872,2004,1205
LINC-102228,CGL-202228,"7392 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,5,1.6,1019040,1952,1303
LINC-102229,CGL-202229,"6748 MacLeod Trail SE, Calgary, AB",Mahogany,Townhouse,4,3.8,1167215,1964,3344
LINC-102230,CGL-202230,"2177 17 Ave SW, Calgary, AB",Brentwood,Townhouse,5,3.8,368661,2021,2463
LINC-102231,CGL-202231,"6565 Elbow Dr SW, Calgary, AB",Signal Hill,Townhouse,2,1.2,438526,2018,1449
LINC-102232,CGL-202232,"2171 8 Ave NE, Calgary, AB",Beltline,Townhouse,5,2.6,327775,1980,2707
LINC-102233,CGL-202233,"9148 17 Ave SW, Calgary, AB",Tuscany,Townhouse,5,1.3,523825,1992,2748
LINC-102234,CGL-202234,"2331 Memorial Dr NE, Calgary, AB",Brentwood,Detached,4,2.5,1128603,1976,1072
LINC-102235,CGL-202235,"3712 Elbow Dr SW, Calgary, AB",Panorama Hills,Detached,5,1.4,713835,1959,2229
LINC-102236,CGL-202236,"9057 17 Ave SW, Calgary, AB",Panorama Hills,Condo,4,1.5,539733,1993,622
LINC-102237,CGL-202237,"642 Memorial Dr NE, Calgary, AB",Beltline,Detached,1,3.6,1008214,1953,842
LINC-102238,CGL-202238,"5383 8 Ave NE, Calgary, AB",Seton,Townhouse,5,1.2,971374,1974,2469
LINC-102239,CGL-202239,"1709 Centre St N, Calgary, AB",Seton,Townhouse,3,1.2,911490,1953,3445
LINC-102240,CGL-202240,"2553 MacLeod Trail SE, Calgary, AB",Tuscany,Condo,1,3.4,778503,1987,1696
LINC-102241,CGL-202241,"4373 8 Ave NE, Calgary, AB",Beltline,Townhouse,2,2.8,854383,2019,2452
LINC-102242,CGL-202242,"4805 Centre St N, Calgary, AB",Signal Hill,Detached,2,1.5,1050303,1986,2553
LINC-102243,CGL-202243,"795 MacLeod Trail SE, Calgary, AB",Mahogany,Condo,1,2.5,740012,1953,680
LINC-102244,CGL-202244,"9917 17 Ave SW, Calgary, AB",Beltline,Townhouse,3,3.7,646252,1994,3107
LINC-102245,CGL-202245,"5694 17 Ave SW, Calgary, AB",Tuscany,Townhouse,5,1.8,407242,2001,2047
LINC-102246,CGL-202246,"9324 17 Ave SW, Calgary, AB",Brentwood,Condo,2,3.4,786538,1979,1817
LINC-102247,CGL-202247,"6154 Elbow Dr SW, Calgary, AB",Beltline,Condo,3,3.5,1073278,2023,2037
LINC-102248,CGL-202248,"786 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,4,1.2,468016,1980,2180
LINC-102249,CGL-202249,"9964 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,4,2.9,1074729,1952,3057
LINC-102250,CGL-202250,"8715 8 Ave NE, Calgary, AB",Brentwood,Detached,1,1.8,299269,1965,2104
LINC-102251,CGL-202251,"4242 Memorial Dr NE, Calgary, AB",Signal Hill,Detached,5,3.7,1024379,1950,1571
LINC-102252,CGL-202252,"4337 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,5,3.8,772659,1981,2612
LINC-102253,CGL-202253,"3276 Centre St N, Calgary, AB",Panorama Hills,Detached,5,2.9,669124,1984,1492
LINC-102254,CGL-202254,"2637 Elbow Dr SW, Calgary, AB",Beltline,Detached,4,2.9,559488,1971,2636
LINC-102255,CGL-202255,"9462 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,3,2.2,416296,1952,1494
LINC-102256,CGL-202256,"6977 Memorial Dr NE, Calgary, AB",Panorama Hills,Detached,3,3.2,1136088,2017,2264
LINC-102257,CGL-202257,"3604 17 Ave SW, Calgary, AB",Tuscany,Condo,1,2.4,292759,1999,1694
LINC-102258,CGL-202258,"6487 8 Ave NE, Calgary, AB",Tuscany,Condo,3,3.6,294374,1973,2151
LINC-102259,CGL-202259,"3853 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,3,2.6,446036,1987,1285
LINC-102260,CGL-202260,"481 Elbow Dr SW, Calgary, AB",Beltline,Condo,4,1.9,1080570,1985,1690
LINC-102261,CGL-202261,"8504 Crowchild Trail NW, Calgary, AB",Seton,Townhouse,5,3.7,273584,1978,3493
LINC-102262,CGL-202262,"1885 MacLeod Trail SE, Calgary, AB",Brentwood,Townhouse,5,2.6,1120753,1985,1858
LINC-102263,CGL-202263,"2299 Centre St N, Calgary, AB",Signal Hill,Townhouse,1,3.0,606441,1954,1686
LINC-102264,CGL-202264,"1042 Memorial Dr NE, Calgary, AB",Tuscany,Detached,2,3.7,469086,1995,1295
LINC-102265,CGL-202265,"8721 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,1,2.2,482656,1968,918
LINC-102266,CGL-202266,"1575 17 Ave SW, Calgary, AB",Panorama Hills,Townhouse,4,2.6,1006287,1965,2729
LINC-102267,CGL-202267,"891 Crowchild Trail NW, Calgary, AB",Brentwood,Detached,5,1.3,961755,1975,2517
LINC-102268,CGL-202268,"3651 8 Ave NE, Calgary, AB",Mahogany,Townhouse,3,4.0,291115,2002,642
LINC-102269,CGL-202269,"1358 17 Ave SW, Calgary, AB",Seton,Townhouse,5,2.5,593346,1999,890
LINC-102270,CGL-202270,"7664 Crowchild Trail NW, Calgary, AB",Seton,Condo,5,3.2,799950,1951,543
LINC-102271,CGL-202271,"3128 8 Ave NE, Calgary, AB",Seton,Detached,1,2.8,600841,2003,958
LINC-102272,CGL-202272,"9106 8 Ave NE, Calgary, AB",Seton,Townhouse,5,3.8,506257,1998,1867
LINC-102273,CGL-202273,"7837 Elbow Dr SW, Calgary, AB",Panorama Hills,Condo,3,3.2,1113020,1965,3468
LINC-102274,CGL-202274,"6907 17 Ave SW, Calgary, AB",Signal Hill,Townhouse,2,2.2,889361,1994,1048
LINC-102275,CGL-202275,"1049 17 Ave SW, Calgary, AB",Tuscany,Townhouse,1,3.4,1163143,2017,3118
LINC-102276,CGL-202276,"9521 MacLeod Trail SE, Calgary, AB",Beltline,Townhouse,3,1.7,666286,2017,2455
LINC-102277,CGL-202277,"5718 Memorial Dr NE, Calgary, AB",Beltline,Townhouse,2,3.3,677063,1974,1198
LINC-102278,CGL-202278,"2683 8 Ave NE, Calgary, AB",Signal Hill,Townhouse,5,1.4,501807,2007,1626
LINC-102279,CGL-202279,"5591 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,1,1.8,288255,1987,1032
LINC-102280,CGL-202280,"8614 Crowchild Trail NW, Calgary, AB",Mahogany,Townhouse,1,3.5,911104,1952,1882
LINC-102281,CGL-202281,"3993 Centre St N, Calgary, AB",Mahogany,Condo,4,3.9,1029885,1955,2627
LINC-102282,CGL-202282,"1672 17 Ave SW, Calgary, AB",Panorama Hills,Detached,4,3.3,268841,1955,1290
LINC-102283,CGL-202283,"1007 Crowchild Trail NW, Calgary, AB",Brentwood,Condo,4,2.2,886933,1961,611
LINC-102284,CGL-202284,"6428 8 Ave NE, Calgary, AB",Panorama Hills,Condo,1,2.0,1031358,1977,909
LINC-102285,CGL-202285,"2975 Memorial Dr NE, Calgary, AB",Brentwood,Condo,3,2.1,1107103,2005,2585
LINC-102286,CGL-202286,"9115 8 Ave NE, Calgary, AB",Mahogany,Townhouse,1,2.5,1138596,2012,2238
LINC-102287,CGL-202287,"9297 Elbow Dr SW, Calgary, AB",Brentwood,Townhouse,2,4.0,1121777,1983,1689
LINC-102288,CGL-202288,"760 17 Ave SW, Calgary, AB",Brentwood,Condo,5,1.0,803448,2007,1294
LINC-102289,CGL-202289,"5713 MacLeod Trail SE, Calgary, AB",Brentwood,Condo,5,3.2,804285,1967,2168
LINC-102290,CGL-202290,"855 8 Ave NE, Calgary, AB",Brentwood,Townhouse,3,2.8,380167,1956,919
LINC-102291,CGL-202291,"6171 Centre St N, Calgary, AB",Panorama Hills,Townhouse,1,2.8,299798,2014,2008
LINC-102292,CGL-202292,"9348 Crowchild Trail NW, Calgary, AB",Panorama Hills,Detached,3,1.9,440608,1952,3427
LINC-102293,CGL-202293,"7523 MacLeod Trail SE, Calgary, AB",Signal Hill,Detached,4,3.3,990464,2023,3054
LINC-102294,CGL-202294,"6993 Memorial Dr NE, Calgary, AB",Signal Hill,Townhouse,4,3.6,938674,1987,2763
LINC-102295,CGL-202295,"9935 Elbow Dr SW, Calgary, AB",Panorama Hills,Townhouse,4,1.3,797579,1987,1094
LINC-102296,CGL-202296,"8869 Memorial Dr NE, Calgary, AB",Tuscany,Townhouse,4,2.9,846389,1981,1101
LINC-102297,CGL-202297,"5512 Crowchild Trail NW, Calgary, AB",Beltline,Condo,1,3.3,1180441,1989,2832
LINC-102298,CGL-202298,"3285 8 Ave NE, Calgary, AB",Brentwood,Detached,2,3.5,1096282,1978,1705
LINC-102299,CGL-202299,"2414 Memorial Dr NE, Calgary, AB",Mahogany,Condo,5,2.7,307433,2002,3048
LINC-102300,CGL-202300,"476 Crowchild Trail NW, Calgary, AB",Mahogany,Detached,4,2.9,729389,2003,625
LINC-102301,CGL-202301,"7341 8 Ave NE, Calgary, AB",Panorama Hills,Detached,3,2.7,1009589,1979,2629
LINC-102302,CGL-202302,"3710 MacLeod Trail SE, Calgary, AB",Panorama Hills,Townhouse,5,3.7,931773,1981,2630
LINC-102303,CGL-202303,"2369 Elbow Dr SW, Calgary, AB",Signal Hill,Detached,3,3.5,1190835,1994,2169
LINC-102304,CGL-202304,"2030 8 Ave NE, Calgary, AB",Panorama Hills,Townhouse,5,2.3,281394,2020,1103
LINC-102305,CGL-202305,"6755 Crowchild Trail NW, Calgary, AB",Seton,Condo,5,3.0,705234,1984,882
LINC-102306,CGL-202306,"9121 Centre St N, Calgary, AB",Signal Hill,Condo,3,2.2,326340,1977,561
LINC-102307,CGL-202307,"9304 Centre St N, Calgary, AB",Seton,Condo,1,3.0,968978,1968,1279
LINC-102308,CGL-202308,"8759 MacLeod Trail SE, Calgary, AB",Signal Hill,Condo,1,1.8,451369,1984,2132
LINC-102309,CGL-202309,"8971 8 Ave NE, Calgary, AB",Brentwood,Townhouse,3,3.5,535109,1955,620
LINC-102310,CGL-202310,"2790 Centre St N, Calgary, AB",Seton,Detached,1,1.0,1143604,2015,2278
LINC-102311,CGL-202311,"9936 Centre St N, Calgary, AB",Mahogany,Detached,1,1.4,1050329,1999,2563
LINC-102312,CGL-202312,"3410 17 Ave SW, Calgary, AB",Beltline,Townhouse,2,3.4,601106,1953,696
LINC-102313,CGL-202313,"1184 Centre St N, Calgary, AB",Signal Hill,Detached,5,2.9,333995,1987,3079
LINC-102314,CGL-202314,"1298 Memorial Dr NE, Calgary, AB",Panorama Hills,Condo,1,2.4,1061235,1972,3078
LINC-102315,CGL-202315,"8649 8 Ave NE, Calgary, AB",Seton,Townhouse,4,2.9,907433,1968,706
LINC-102316,CGL-202316,"6135 8 Ave NE, Calgary, AB",Panorama Hills,Condo,3,1.1,769326,2006,2313
LINC-102317,CGL-202317,"9911 MacLeod Trail SE, Calgary, AB",Mahogany,Detached,1,3.1,720836,1967,3473
LINC-102318,CGL-202318,"6706 Memorial Dr NE, Calgary, AB",Seton,Condo,2,2.8,611287,1952,2775
LINC-102319,CGL-202319,"1608 Elbow Dr SW, Calgary, AB",Seton,Condo,4,3.8,300011,1970,2815
LINC-102320,CGL-202320,"9959 17 Ave SW, Calgary, AB",Seton,Condo,1,2.2,799434,2018,1576
LINC-102321,CGL-202321,"1200 8 Ave NE, Calgary, AB",Brentwood,Detached,4,1.7,389110,1990,1965
LINC-102322,CGL-202322,"2905 8 Ave NE, Calgary, AB",Tuscany,Condo,1,2.4,332995,2009,543
LINC-102323,CGL-202323,"3457 Memorial Dr NE, Calgary, AB",Brentwood,Townhouse,1,1.2,421319,1950,2055
LINC-102324,CGL-202324,"1945 8 Ave NE, Calgary, AB",Seton,Condo,2,3.5,952160,1990,1042
